episode,guest,description,favorite_book,date,spotify_link,youtube_link,book_link
1,Henry,Founder of Zebra Book Club,The Count of Monte Cristo,2026-03-25,https://open.spotify.com/show/71Bv9G1UubMUaYdqxQ6I0X?si=0f860ab8b724405d,https://www.youtube.com/@zebra-book-club,https://amzn.to/3PfRXBk
